id,code,name,category,brand,unit,region,market_price_fcfa,official_price_fcfa,price_date,price_type,official_status,source,source_url,catalog_status,verification_note
318,JP-00318,Riz brisé ordinaire,Céréales & féculents,Karolina,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
319,JP-00319,Riz brisé ordinaire,Céréales & féculents,Karolina,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
320,JP-00320,Riz brisé ordinaire,Céréales & féculents,Karolina,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
321,JP-00321,Riz brisé ordinaire,Céréales & féculents,Karolina,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
322,JP-00322,Riz brisé ordinaire,Céréales & féculents,Karolina,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
323,JP-00323,Riz brisé ordinaire,Céréales & féculents,Karolina,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
324,JP-00324,Riz brisé ordinaire,Céréales & féculents,Karolina,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
325,JP-00325,Riz brisé ordinaire,Céréales & féculents,Karolina,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
326,JP-00326,Riz brisé ordinaire,Céréales & féculents,Karolina,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
327,JP-00327,Riz brisé ordinaire,Céréales & féculents,Karolina,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
328,JP-00328,Riz brisé ordinaire,Céréales & féculents,Karolina,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
329,JP-00329,Riz brisé ordinaire,Céréales & féculents,Karolina,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
330,JP-00330,Riz brisé ordinaire,Céréales & féculents,Karolina,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
331,JP-00331,Riz brisé ordinaire,Céréales & féculents,Karolina,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
332,JP-00332,Riz brisé ordinaire,Céréales & féculents,Karolina,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
333,JP-00333,Riz brisé ordinaire,Céréales & féculents,Karolina,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
334,JP-00334,Riz brisé ordinaire,Céréales & féculents,Karolina,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
335,JP-00335,Riz brisé ordinaire,Céréales & féculents,Karolina,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
336,JP-00336,Riz brisé ordinaire,Céréales & féculents,Karolina,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
337,JP-00337,Riz brisé ordinaire,Céréales & féculents,Karolina,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
338,JP-00338,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
339,JP-00339,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
340,JP-00340,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
341,JP-00341,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
342,JP-00342,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
343,JP-00343,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
344,JP-00344,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,650g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
345,JP-00345,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
346,JP-00346,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
347,JP-00347,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,2kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
348,JP-00348,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,5kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
349,JP-00349,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,10kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
350,JP-00350,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,25kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
351,JP-00351,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
352,JP-00352,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,250ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
353,JP-00353,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,330ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
354,JP-00354,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,500ml,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
355,JP-00355,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
356,JP-00356,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,"1,5L",Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
357,JP-00357,Riz brisé ordinaire,Céréales & féculents,SUNU THIEP,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
358,JP-00358,Riz brisé ordinaire,Céréales & féculents,Thiof,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
359,JP-00359,Riz brisé ordinaire,Céréales & féculents,Thiof,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
